ticket_code,employee_id,technician_id,date_created,date_resolved,issue_category,issue_subcategory,priority,status,channel,resolution_time_hours,sla_target_hours,sla_met,satisfaction_score
TKT-01165,309,3,2025-04-09 14:09:00,2025-04-13 13:18:00,Network,VPN Connection,Low,Resolved,Portal,95.15,48,0,2
TKT-01166,414,6,2025-07-04 17:54:00,2025-07-04 23:57:36,Software,Microsoft 365 Issue,High,Closed,Portal,6.06,8,1,3
TKT-01167,324,6,2026-03-16 10:38:00,2026-03-18 11:43:24,Network,VPN Connection,Medium,Resolved,Portal,49.09,24,0,3
TKT-01168,405,1,2025-07-29 09:32:00,2025-07-29 23:30:12,Printing,Printer Offline,High,Resolved,Phone,13.97,8,0,1
TKT-01169,220,4,2026-02-17 11:22:00,2026-02-18 05:55:36,Network,Slow Network,High,Resolved,Portal,18.56,8,0,1
TKT-01170,414,4,2026-07-24 10:02:00,2026-07-25 05:00:12,Hardware,Docking Station,High,Closed,Email,18.97,8,0,2
TKT-01171,106,6,2026-05-05 11:58:00,2026-05-05 23:00:24,Hardware,Laptop Won't Start,High,Resolved,Walk-up,11.04,8,0,2
TKT-01172,14,8,2026-01-06 11:50:00,2026-01-06 22:03:12,Account Access,Permissions Request,Medium,Resolved,Portal,10.22,24,1,4
TKT-01173,351,12,2025-05-07 15:23:00,2025-05-07 21:29:00,Network,Wi-Fi Connectivity,High,Resolved,Phone,6.10,8,1,5
TKT-01174,140,11,2025-10-06 12:28:00,2025-10-08 12:37:36,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,48.16,24,0,2
TKT-01175,407,10,2025-03-25 15:14:00,2025-03-26 08:26:00,Software,Microsoft 365 Issue,High,Resolved,Portal,17.20,8,0,1
TKT-01176,261,3,2025-07-18 11:06:00,2025-07-18 20:47:24,Account Access,MFA Issue,Medium,Resolved,Email,9.69,24,1,5
TKT-01177,363,8,2026-03-10 18:27:00,2026-03-11 00:27:00,Printing,Driver Issue,Medium,Resolved,Phone,6.00,24,1,4
TKT-01178,199,7,2025-09-09 16:24:00,2025-09-10 05:21:00,Hardware,Laptop Won't Start,Medium,Resolved,Portal,12.95,24,1,4
TKT-01179,30,10,2025-06-25 18:51:00,2025-06-26 13:22:12,Software,Microsoft 365 Issue,High,Resolved,Walk-up,18.52,8,0,3
TKT-01180,438,1,2025-09-25 17:41:00,2025-09-26 22:15:48,Hardware,Laptop Won't Start,Medium,Resolved,Portal,28.58,24,0,3
TKT-01181,61,8,2026-04-06 09:09:00,2026-04-06 19:35:24,Account Access,Permissions Request,High,Resolved,Portal,10.44,8,0,4
TKT-01182,134,7,2026-07-14 17:18:00,2026-07-14 20:08:24,Account Access,MFA Issue,Medium,Closed,Email,2.84,24,1,4
TKT-01183,460,11,2026-02-10 11:23:00,2026-02-11 04:50:00,Account Access,Password Reset,High,Resolved,Email,17.45,8,0,3
TKT-01184,202,7,2025-06-12 13:14:00,2025-06-13 03:27:48,Account Access,Locked Account,High,Resolved,Walk-up,14.23,8,0,3
TKT-01185,186,3,2025-10-03 10:43:00,2025-10-03 11:19:36,Account Access,Password Reset,High,Resolved,Portal,0.61,8,1,5
TKT-01186,162,7,2025-06-24 11:21:00,2025-06-24 14:32:24,Account Access,Password Reset,Medium,Resolved,Email,3.19,24,1,5
TKT-01187,248,4,2026-05-13 11:48:00,2026-05-13 13:03:36,Account Access,Password Reset,Low,Resolved,Phone,1.26,48,1,5
TKT-01188,477,3,2026-02-23 13:37:00,2026-02-23 21:45:24,Hardware,Docking Station,Medium,Resolved,Portal,8.14,24,1,5
TKT-01189,276,4,2026-03-30 13:42:00,2026-04-01 03:33:36,Network,No Internet Access,Medium,Resolved,Phone,37.86,24,0,2
TKT-01190,392,4,2025-05-05 12:31:00,2025-05-05 19:36:24,Network,VPN Connection,Critical,Resolved,Phone,7.09,4,0,2
TKT-01191,371,10,2026-02-04 10:34:00,2026-02-05 00:47:12,Account Access,Password Reset,High,Resolved,Phone,14.22,8,0,3
TKT-01192,490,3,2025-01-07 15:29:00,2025-01-07 20:10:24,Network,No Internet Access,High,Resolved,Phone,4.69,8,1,5
TKT-01193,352,11,2025-08-28 15:33:00,2025-08-29 08:30:36,Network,No Internet Access,High,Resolved,Portal,16.96,8,0,2
TKT-01194,35,9,2025-12-01 14:28:00,2025-12-01 18:02:12,Account Access,MFA Issue,Medium,Resolved,Portal,3.57,24,1,5
TKT-01195,276,2,2025-06-03 10:26:00,2025-06-03 14:02:00,Account Access,Permissions Request,Medium,Closed,Email,3.60,24,1,4
TKT-01196,28,10,2026-06-02 11:10:00,2026-06-02 18:23:48,Software,Application Access,Medium,Resolved,Phone,7.23,24,1,4
TKT-01197,130,3,2025-06-05 11:01:00,2025-06-05 13:53:48,Account Access,Password Reset,Medium,Resolved,Portal,2.88,24,1,5
TKT-01198,153,12,2025-10-10 11:22:00,2025-10-10 15:02:48,Hardware,Laptop Performance,High,Resolved,Email,3.68,8,1,3
TKT-01199,301,6,2025-12-24 12:44:00,2025-12-24 21:23:36,Printing,Print Queue Stuck,Medium,Resolved,Portal,8.66,24,1,4
TKT-01200,425,4,2025-01-31 15:40:00,2025-02-01 11:02:48,Network,Wi-Fi Connectivity,Medium,Resolved,Email,19.38,24,1,3
TKT-01201,406,1,2025-11-07 13:31:00,2025-11-07 23:07:00,Software,Microsoft 365 Issue,Medium,Resolved,Portal,9.60,24,1,4
TKT-01202,298,2,2026-06-15 11:07:00,2026-06-15 23:48:24,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,12.69,24,1,4
TKT-01203,464,6,2025-05-15 10:58:00,2025-05-15 13:17:12,Account Access,Password Reset,Medium,Resolved,Email,2.32,24,1,5
TKT-01204,478,1,2025-06-09 18:27:00,2025-06-10 00:34:48,Account Access,Permissions Request,Medium,Closed,Email,6.13,24,1,5
TKT-01205,76,4,2026-04-17 12:02:00,2026-04-17 17:33:48,Network,Wi-Fi Connectivity,Medium,Closed,Phone,5.53,24,1,5
TKT-01206,381,8,2025-01-09 16:27:00,2025-01-10 01:41:24,Software,Microsoft 365 Issue,High,Resolved,Portal,9.24,8,0,2
TKT-01207,188,6,2025-12-18 07:57:00,2025-12-18 18:25:48,Software,Microsoft 365 Issue,High,Closed,Portal,10.48,8,0,2
TKT-01208,341,10,2026-04-16 15:38:00,2026-04-16 23:04:24,Software,Application Crash,Medium,Resolved,Portal,7.44,24,1,5
TKT-01209,30,2,2026-02-27 16:40:00,2026-02-27 17:19:36,Account Access,Password Reset,Critical,Closed,Email,0.66,4,1,3
TKT-01210,150,6,2025-12-30 13:12:00,2025-12-30 13:45:00,Account Access,Password Reset,High,Resolved,Portal,0.55,8,1,5
TKT-01211,228,4,2025-10-07 14:23:00,2025-10-11 11:38:36,Software,Browser Issue,Low,Closed,Walk-up,93.26,48,0,1
TKT-01212,102,5,2025-03-27 17:01:00,2025-03-29 13:47:48,Network,VPN Connection,Medium,Resolved,Phone,44.78,24,0,2
TKT-01213,65,1,2025-10-07 14:32:00,2025-10-08 04:23:00,Software,Application Crash,High,Resolved,Phone,13.85,8,0,4
TKT-01214,272,11,2025-05-30 16:32:00,2025-05-31 04:20:36,Printing,Print Queue Stuck,Medium,Resolved,Portal,11.81,24,1,3
TKT-01215,164,3,2025-12-10 12:51:00,2025-12-11 05:57:00,Account Access,MFA Issue,Medium,Closed,Email,17.10,24,1,4
TKT-01216,441,2,2025-05-14 14:11:00,2025-05-15 00:47:36,Hardware,Battery/Power,Medium,Resolved,Phone,10.61,24,1,5
TKT-01217,95,6,2025-08-25 09:47:00,2025-08-25 17:45:48,Hardware,Keyboard/Mouse,Medium,Closed,Email,7.98,24,1,5
TKT-01218,75,10,2025-07-18 19:03:00,2025-07-18 22:03:00,Hardware,Laptop Won't Start,High,Closed,Walk-up,3.00,8,1,3
TKT-01219,172,3,2026-03-24 11:31:00,2026-03-24 16:56:12,Security,Suspicious Email,Medium,Resolved,Phone,5.42,24,1,5
TKT-01220,468,10,2026-05-22 10:55:00,2026-05-23 03:14:12,Network,VPN Connection,Medium,Closed,Email,16.32,24,1,5
TKT-01221,137,1,2025-07-30 17:10:00,2025-08-02 00:54:24,Hardware,Laptop Won't Start,Low,Resolved,Phone,55.74,48,0,2
TKT-01222,486,8,2025-11-25 11:44:00,2025-11-25 20:15:48,Account Access,MFA Issue,High,Resolved,Portal,8.53,8,0,2
TKT-01223,371,9,2026-01-12 13:27:00,2026-01-12 15:58:12,Network,DNS Resolution,High,Resolved,Portal,2.52,8,1,4
TKT-01224,341,6,2026-08-18 15:58:00,2026-08-18 16:38:12,Account Access,Password Reset,Critical,Resolved,Email,0.67,4,1,5
TKT-01225,413,8,2025-02-20 18:55:00,2025-02-20 21:53:12,Network,Slow Network,Critical,Closed,Portal,2.97,4,1,5
TKT-01226,277,9,2026-02-26 19:03:00,2026-02-26 23:57:36,Security,Unauthorized Access Concern,High,Resolved,Portal,4.91,8,1,5
TKT-01227,316,10,2025-12-31 13:34:00,2026-01-01 02:01:36,Network,No Internet Access,High,Resolved,Portal,12.46,8,0,1
TKT-01228,169,4,2025-08-21 12:51:00,2025-08-21 19:09:36,Account Access,MFA Issue,High,Resolved,Email,6.31,8,1,3
TKT-01229,57,10,2025-01-08 11:28:00,2025-01-08 13:38:12,Security,Suspicious Email,High,Closed,Portal,2.17,8,1,5
TKT-01230,308,1,2025-02-03 14:28:00,2025-02-03 16:08:48,Network,Wi-Fi Connectivity,High,Resolved,Email,1.68,8,1,5
TKT-01231,148,7,2025-03-27 12:52:00,2025-03-27 13:59:48,Account Access,Permissions Request,High,Resolved,Portal,1.13,8,1,5
TKT-01232,325,1,2025-01-10 11:48:00,2025-01-10 14:44:24,Account Access,Locked Account,High,Resolved,Email,2.94,8,1,5
TKT-01233,492,9,2026-07-29 17:53:00,2026-07-29 20:55:24,Software,Microsoft 365 Issue,Medium,Resolved,Email,3.04,24,1,5
TKT-01234,151,5,2026-04-16 12:34:00,2026-04-17 00:26:48,Software,Application Crash,Medium,Resolved,Email,11.88,24,1,4
TKT-01235,387,11,2026-07-31 17:17:00,2026-07-31 20:52:24,Hardware,Keyboard/Mouse,High,Resolved,Portal,3.59,8,1,4
TKT-01236,439,1,2025-06-11 08:57:00,2025-06-11 18:02:24,Hardware,Laptop Performance,High,Resolved,Email,9.09,8,0,2
TKT-01237,371,4,2026-03-31 09:55:00,2026-03-31 20:25:00,Hardware,Keyboard/Mouse,Medium,Closed,Phone,10.50,24,1,5
TKT-01238,271,3,2025-01-06 14:35:00,2025-01-06 23:05:36,Software,Software Installation,Medium,Resolved,Phone,8.51,24,1,3
TKT-01239,360,6,2025-11-11 12:35:00,2025-11-11 19:29:00,Software,Application Crash,Medium,Resolved,Phone,6.90,24,1,4
TKT-01240,110,8,2025-01-06 14:34:00,2025-01-06 15:07:00,Account Access,Password Reset,High,Resolved,Email,0.55,8,1,4
TKT-01241,379,9,2026-08-20 11:16:00,2026-08-20 11:54:24,Security,Phishing Report,High,Closed,Portal,0.64,8,1,5
TKT-01242,163,11,2026-03-27 14:38:00,2026-03-28 03:44:00,Software,Software Installation,Medium,Resolved,Email,13.10,24,1,5
TKT-01243,28,1,2026-01-26 13:07:00,2026-01-26 15:28:36,Account Access,MFA Issue,High,Resolved,Email,2.36,8,1,5
TKT-01244,193,6,2026-04-13 17:27:00,2026-04-13 18:39:36,Account Access,Password Reset,Medium,Closed,Phone,1.21,24,1,3
TKT-01245,322,6,2026-06-30 12:03:00,2026-07-01 09:49:48,Hardware,Monitor Issue,Low,Resolved,Phone,21.78,48,1,4
TKT-01246,250,11,2026-03-19 17:15:00,2026-03-19 22:59:24,Security,Unauthorized Access Concern,High,Resolved,Portal,5.74,8,1,4
TKT-01247,429,12,2025-12-08 12:33:00,2025-12-08 23:43:48,Network,No Internet Access,Low,Resolved,Email,11.18,48,1,3
TKT-01248,128,10,2025-04-07 12:28:00,2025-04-07 23:16:00,Software,Software Installation,Medium,Resolved,Walk-up,10.80,24,1,5
TKT-01249,290,1,2025-04-17 18:28:00,2025-04-18 00:26:12,Network,VPN Connection,High,Resolved,Portal,5.97,8,1,3
TKT-01250,458,6,2025-10-17 11:24:00,2025-10-17 17:25:48,Network,Slow Network,Medium,Closed,Portal,6.03,24,1,4
TKT-01251,116,11,2026-06-23 12:08:00,2026-06-23 12:53:00,Account Access,Password Reset,High,Resolved,Email,0.75,8,1,4
TKT-01252,17,5,2025-11-28 13:24:00,2025-11-29 06:53:24,Software,Microsoft 365 Issue,Low,Resolved,Email,17.49,48,1,4
TKT-01253,11,6,2025-09-17 14:02:00,2025-09-19 15:03:12,Network,VPN Connection,Medium,Resolved,Portal,49.02,24,0,3
TKT-01254,86,1,2025-10-27 18:33:00,2025-10-27 21:13:48,Security,Phishing Report,High,Resolved,Email,2.68,8,1,5
TKT-01255,257,9,2026-03-04 15:32:00,2026-03-04 21:54:12,Software,Application Crash,Medium,Resolved,Portal,6.37,24,1,4
TKT-01256,157,12,2026-02-05 09:43:00,2026-02-06 00:45:24,Account Access,Locked Account,Medium,Resolved,Email,15.04,24,1,5
TKT-01257,197,6,2026-08-26 13:19:00,2026-08-28 16:46:36,Hardware,Docking Station,Medium,Resolved,Walk-up,51.46,24,0,1
TKT-01258,281,2,2025-09-12 11:42:00,2025-09-13 16:38:24,Security,Suspicious Email,Medium,Closed,Portal,28.94,24,0,2
TKT-01259,16,2,2026-04-13 08:27:00,2026-04-14 01:58:12,Hardware,Laptop Won't Start,Medium,Resolved,Walk-up,17.52,24,1,5
TKT-01260,156,6,2025-06-25 12:50:00,2025-06-25 14:48:48,Account Access,Locked Account,High,Resolved,Portal,1.98,8,1,4
TKT-01261,275,12,2025-01-10 15:06:00,2025-01-12 11:30:00,Software,Application Crash,Medium,Resolved,Portal,44.40,24,0,2
TKT-01262,467,11,2025-05-21 10:41:00,2025-05-22 02:27:12,Hardware,Monitor Issue,High,Resolved,Portal,15.77,8,0,2
TKT-01263,311,12,2025-09-23 11:30:00,2025-09-24 08:02:24,Software,Microsoft 365 Issue,Medium,Resolved,Portal,20.54,24,1,5
TKT-01264,465,1,2026-02-20 09:35:00,2026-02-20 19:54:48,Software,Microsoft 365 Issue,Medium,Resolved,Email,10.33,24,1,3
TKT-01265,15,3,2025-01-07 11:02:00,2025-01-08 03:15:48,Hardware,Laptop Performance,High,Resolved,Portal,16.23,8,0,3
TKT-01266,139,10,2025-07-15 18:48:00,2025-07-15 20:28:12,Account Access,Password Reset,Medium,Resolved,Portal,1.67,24,1,5
TKT-01267,215,2,2025-01-08 09:30:00,2025-01-09 04:37:12,Software,Application Crash,Medium,Closed,Portal,19.12,24,1,4
TKT-01268,441,10,2025-05-07 14:07:00,2025-05-07 19:22:00,Account Access,Permissions Request,Medium,Resolved,Phone,5.25,24,1,4
TKT-01269,386,4,2025-11-17 18:49:00,2025-11-19 20:23:48,Network,VPN Connection,Medium,Resolved,Portal,49.58,24,0,2
TKT-01270,357,6,2025-01-21 07:26:00,2025-01-21 11:48:48,Printing,Printer Permissions,Medium,Resolved,Email,4.38,24,1,4
TKT-01271,273,10,2025-04-24 11:40:00,2025-04-26 20:08:12,Security,Phishing Report,Medium,Resolved,Portal,56.47,24,0,1
TKT-01272,448,9,2025-03-26 12:49:00,2025-03-26 15:29:12,Network,Slow Network,High,Resolved,Email,2.67,8,1,5
TKT-01273,38,1,2025-05-05 10:53:00,2025-05-06 23:15:48,Account Access,Password Reset,Medium,Resolved,Walk-up,36.38,24,0,4
TKT-01274,103,10,2026-01-19 13:59:00,2026-01-20 02:57:48,Security,Phishing Report,High,Resolved,Portal,12.98,8,0,1
TKT-01275,386,7,2026-08-07 14:22:00,2026-08-08 02:28:36,Software,Application Crash,High,Resolved,Portal,12.11,8,0,2
TKT-01276,249,12,2026-07-06 10:30:00,2026-07-06 12:02:24,Software,Microsoft 365 Issue,Critical,Resolved,Email,1.54,4,1,5
TKT-01277,380,12,2026-02-05 17:35:00,2026-02-06 02:31:24,Network,No Internet Access,Medium,Closed,Portal,8.94,24,1,3
TKT-01278,276,2,2026-03-11 09:37:00,2026-03-12 20:28:36,Software,Microsoft 365 Issue,Medium,Resolved,Email,34.86,24,0,4
TKT-01279,442,3,2025-05-21 17:58:00,2025-05-22 00:04:00,Account Access,MFA Issue,Medium,Resolved,Portal,6.10,24,1,5
TKT-01280,468,5,2026-02-03 17:36:00,2026-02-03 18:45:36,Account Access,Password Reset,Medium,Resolved,Portal,1.16,24,1,4
TKT-01281,84,10,2026-07-15 08:15:00,2026-07-16 08:11:24,Hardware,Monitor Issue,Medium,Resolved,Portal,23.94,24,1,5
TKT-01282,380,9,2025-06-24 17:34:00,2025-06-25 04:50:48,Software,Browser Issue,High,Resolved,Email,11.28,8,0,2
TKT-01283,266,7,2025-11-12 15:25:00,2025-11-12 22:00:24,Software,Browser Issue,Medium,Resolved,Phone,6.59,24,1,5
TKT-01284,370,2,2026-03-18 08:23:00,2026-03-18 19:08:00,Account Access,MFA Issue,High,Resolved,Email,10.75,8,0,3
TKT-01285,377,2,2025-05-21 08:00:00,2025-05-21 18:03:36,Account Access,Locked Account,Medium,Resolved,Portal,10.06,24,1,3
TKT-01286,331,5,2025-09-18 07:53:00,2025-09-18 21:21:12,Network,Wi-Fi Connectivity,Medium,Resolved,Walk-up,13.47,24,1,5
TKT-01287,92,8,2025-09-15 18:14:00,2025-09-16 00:44:36,Hardware,Keyboard/Mouse,Medium,Resolved,Phone,6.51,24,1,5
TKT-01288,438,4,2025-01-29 17:30:00,2025-01-29 21:34:48,Account Access,Locked Account,Medium,Closed,Email,4.08,24,1,5
TKT-01289,285,7,2026-05-08 12:58:00,2026-05-08 15:31:00,Account Access,Password Reset,Medium,Resolved,Portal,2.55,24,1,4
TKT-01290,41,12,2025-09-25 12:27:00,2025-09-26 00:15:00,Network,Slow Network,Medium,Resolved,Portal,11.80,24,1,5
TKT-01291,171,2,2026-01-27 11:40:00,2026-01-28 23:41:12,Software,Application Crash,Medium,Resolved,Walk-up,36.02,24,0,2
TKT-01292,200,12,2025-03-27 13:56:00,2025-03-28 19:31:24,Software,Browser Issue,Low,Resolved,Portal,29.59,48,1,3
TKT-01293,400,1,2026-01-26 12:19:00,2026-01-27 02:52:36,Hardware,Keyboard/Mouse,Medium,Resolved,Email,14.56,24,1,4
TKT-01294,254,7,2025-11-27 19:12:00,2025-11-27 20:55:48,Account Access,Password Reset,Medium,Resolved,Email,1.73,24,1,5
TKT-01295,230,6,2025-02-11 16:43:00,2025-02-12 07:13:36,Hardware,Laptop Won't Start,High,Resolved,Email,14.51,8,0,1
TKT-01296,314,6,2025-06-05 11:18:00,2025-06-06 19:28:12,Software,Application Crash,Low,Closed,Portal,32.17,48,1,4
TKT-01297,151,10,2025-12-18 08:38:00,2025-12-19 21:57:12,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,37.32,24,0,2
TKT-01298,439,1,2025-06-24 14:50:00,2025-06-25 05:17:00,Printing,Printer Offline,Medium,Closed,Walk-up,14.45,24,1,4
TKT-01299,90,6,2026-04-09 18:10:00,2026-04-09 22:48:24,Network,VPN Connection,High,Resolved,Phone,4.64,8,1,4
TKT-01300,384,12,2025-08-12 12:35:00,2025-08-12 19:24:48,Software,Browser Issue,Medium,Closed,Phone,6.83,24,1,4
TKT-01301,372,11,2025-04-03 08:59:00,2025-04-03 12:24:12,Security,Malware Alert,High,Closed,Portal,3.42,8,1,4
TKT-01302,318,10,2025-09-04 12:16:00,2025-09-05 01:50:48,Network,VPN Connection,Medium,Resolved,Portal,13.58,24,1,5
TKT-01303,161,11,2026-06-01 12:01:00,2026-06-01 14:13:36,Account Access,Locked Account,High,Resolved,Portal,2.21,8,1,5
TKT-01304,456,10,2025-03-21 11:32:00,2025-03-22 16:39:48,Hardware,Monitor Issue,Medium,Resolved,Email,29.13,24,0,3
TKT-01305,67,10,2026-02-09 19:11:00,2026-02-10 09:00:48,Printing,Printer Offline,Medium,Closed,Phone,13.83,24,1,4
TKT-01306,124,5,2025-12-17 08:58:00,2025-12-19 17:43:00,Network,VPN Connection,Medium,Resolved,Portal,56.75,24,0,2
TKT-01307,438,12,2025-09-09 12:03:00,2025-09-09 23:56:24,Hardware,Docking Station,Medium,Resolved,Phone,11.89,24,1,3
TKT-01308,373,12,2025-11-26 12:57:00,2025-11-28 07:44:24,Software,Application Access,Medium,Resolved,Portal,42.79,24,0,4
TKT-01309,44,5,2026-07-22 08:41:00,2026-07-22 22:05:00,Hardware,Laptop Won't Start,Medium,Resolved,Portal,13.40,24,1,4
TKT-01310,162,10,2026-06-26 12:28:00,2026-06-26 22:17:48,Printing,Print Queue Stuck,Medium,Resolved,Email,9.83,24,1,5
TKT-01311,196,5,2025-09-02 11:46:00,2025-09-02 20:28:36,Network,Wi-Fi Connectivity,High,Resolved,Email,8.71,8,0,2
TKT-01312,429,3,2025-11-17 15:44:00,2025-11-17 21:58:24,Software,Application Crash,Medium,Resolved,Phone,6.24,24,1,5
TKT-01313,92,4,2026-03-18 15:05:00,2026-03-19 01:36:48,Printing,Printer Offline,Low,Closed,Email,10.53,48,1,5
TKT-01314,201,12,2026-08-06 10:15:00,2026-08-10 11:45:00,Network,VPN Connection,Low,Closed,Email,97.50,48,0,3
TKT-01315,452,11,2025-06-13 15:08:00,2025-06-13 18:20:36,Security,Phishing Report,Medium,Resolved,Portal,3.21,24,1,5
TKT-01316,271,9,2026-04-16 12:42:00,2026-04-17 00:11:24,Network,No Internet Access,Medium,Resolved,Portal,11.49,24,1,5
TKT-01317,334,12,2026-07-17 13:30:00,2026-07-17 16:15:00,Printing,Driver Issue,Medium,Resolved,Email,2.75,24,1,4
TKT-01318,267,6,2025-12-11 11:22:00,2025-12-11 23:41:12,Hardware,Battery/Power,Medium,Resolved,Portal,12.32,24,1,5
TKT-01319,298,1,2026-04-14 13:42:00,2026-04-14 19:06:00,Software,Microsoft 365 Issue,Medium,Resolved,Portal,5.40,24,1,3
TKT-01320,438,7,2025-10-15 16:39:00,2025-10-17 04:20:24,Network,VPN Connection,Medium,Resolved,Portal,35.69,24,0,2
TKT-01321,308,7,2026-05-14 10:54:00,2026-05-15 12:57:00,Software,Application Crash,Medium,Resolved,Walk-up,26.05,24,0,2
TKT-01322,244,1,2026-06-18 14:04:00,2026-06-18 16:13:00,Account Access,Password Reset,Medium,Resolved,Email,2.15,24,1,5
TKT-01323,212,1,2026-03-02 09:10:00,2026-03-02 22:40:36,Hardware,Keyboard/Mouse,Low,Resolved,Portal,13.51,48,1,5
TKT-01324,201,10,2025-03-12 15:55:00,2025-03-13 03:56:12,Software,Microsoft 365 Issue,Medium,Resolved,Email,12.02,24,1,5
TKT-01325,248,12,2025-05-15 07:10:00,2025-05-16 14:04:36,Network,No Internet Access,High,Resolved,Portal,30.91,8,0,3
TKT-01326,279,2,2026-04-20 10:25:00,2026-04-20 12:36:24,Printing,Driver Issue,Critical,Resolved,Portal,2.19,4,1,3
TKT-01327,374,5,2025-01-23 10:53:00,2025-01-23 19:35:00,Network,Wi-Fi Connectivity,Medium,Resolved,Phone,8.70,24,1,4
TKT-01328,255,2,2025-09-02 14:44:00,2025-09-02 19:49:24,Software,Microsoft 365 Issue,Critical,Resolved,Portal,5.09,4,0,1
TKT-01329,217,11,2025-09-30 09:12:00,2025-09-30 14:38:24,Software,Application Crash,Medium,Resolved,Email,5.44,24,1,3
TKT-01330,377,5,2025-06-19 08:55:00,2025-06-19 10:39:24,Software,Application Crash,Medium,Resolved,Portal,1.74,24,1,5
TKT-01331,156,11,2025-02-03 09:52:00,2025-02-03 14:56:12,Hardware,Laptop Performance,High,Closed,Email,5.07,8,1,4
TKT-01332,258,2,2025-05-08 10:15:00,2025-05-08 11:21:36,Printing,Printer Offline,Critical,Resolved,Phone,1.11,4,1,5
TKT-01333,169,6,2026-05-21 14:48:00,2026-05-22 05:24:00,Software,Application Crash,Medium,Resolved,Portal,14.60,24,1,4
TKT-01334,442,1,2026-06-01 08:14:00,2026-06-01 19:47:00,Account Access,Locked Account,High,Resolved,Walk-up,11.55,8,0,2
TKT-01335,334,12,2026-05-18 09:48:00,2026-05-19 02:37:12,Software,Browser Issue,Medium,Resolved,Phone,16.82,24,1,4
TKT-01336,12,1,2025-12-05 12:40:00,2025-12-06 14:05:48,Network,Wi-Fi Connectivity,Low,Resolved,Walk-up,25.43,48,1,5
TKT-01337,307,3,2025-12-29 08:39:00,2025-12-29 09:28:12,Account Access,Password Reset,High,Resolved,Portal,0.82,8,1,5
TKT-01338,169,1,2025-04-23 14:45:00,2025-04-23 19:36:36,Software,Application Crash,High,Resolved,Phone,4.86,8,1,5
TKT-01339,347,6,2025-12-24 15:59:00,2025-12-24 18:24:48,Account Access,MFA Issue,Medium,Resolved,Portal,2.43,24,1,5
TKT-01340,209,11,2025-06-13 16:18:00,2025-06-14 05:28:12,Network,Wi-Fi Connectivity,Medium,Resolved,Email,13.17,24,1,4
TKT-01341,413,9,2025-06-25 10:07:00,2025-06-26 05:56:48,Software,Software Installation,Medium,Resolved,Portal,19.83,24,1,4
TKT-01342,67,4,2025-05-12 14:57:00,2025-05-14 08:42:36,Account Access,MFA Issue,Medium,Closed,Email,41.76,24,0,1
TKT-01343,408,3,2025-01-21 17:32:00,2025-01-21 21:46:24,Software,Application Crash,Medium,Resolved,Portal,4.24,24,1,4
TKT-01344,346,8,2025-10-09 10:32:00,2025-10-09 20:14:00,Software,Software Installation,Low,Resolved,Phone,9.70,48,1,4
TKT-01345,242,4,2025-10-09 09:00:00,2025-10-09 16:11:24,Printing,Print Queue Stuck,Medium,Resolved,Portal,7.19,24,1,3
TKT-01346,102,4,2026-08-24 15:57:00,2026-08-26 02:07:48,Software,Microsoft 365 Issue,Low,Resolved,Walk-up,34.18,48,1,5
TKT-01347,294,6,2025-04-29 16:24:00,2025-04-30 03:08:24,Hardware,Laptop Won't Start,Medium,Closed,Portal,10.74,24,1,4
TKT-01348,180,2,2025-09-23 17:23:00,2025-09-24 06:21:48,Printing,Printer Offline,Medium,Closed,Walk-up,12.98,24,1,4
TKT-01349,433,12,2025-05-22 17:31:00,2025-05-22 20:41:12,Software,Software Installation,Medium,Resolved,Portal,3.17,24,1,5
TKT-01350,230,2,2025-03-05 08:40:00,2025-03-05 12:30:24,Software,Application Access,High,Resolved,Portal,3.84,8,1,4
